ID,Gender,Status,Children,Age,Customer_Status,Car_Owner,Customer_Service,Satisfaction,Business_Area,Action
2611,Female,S,2,56.19,Inactive,No,"Customer Service is great since you don't have to deal with any people, per se.  The auto is ready and waiting for you and the shuttle just drops you off to it.",1,Service: Knowledge,NA
2659,Female,M,1,43,Active,Yes,"For leisure/vacation, I have never personally rented the auto.  I have always left that up to my significant other and she did not complain to use this company",1,Service: Orders/Contracts,NA
21,Female,S,0,45,Active,No,"My experience up to date was  good.  It was inconvenient to return auto clean, but I had to pay the hefty charge for rental.",1,Product: Pricing and Billing,NA
25,Female,S,0,44,Active,No,"My experience was positive .The thing I didnt like was returning the auto with full tank.  It was time consuming, but I didn't want to pay fill-up charge to the rental company.",1,Product: Pricing and Billing,NA
31,Female,M,0,46.51,Inactive,No,"all went quite without hassle, they picked me up to get the auto it was great.",1,Service: Accessibility,NA
39,Female,S,0,22,Inactive,No,Wonderful experience - the rental and whole process was seamless,1,Service: Orders/Contracts,NA
47,Female,M,1,44.2,Active,Yes,I have never rented the auto for a week.  It was great experience. It was in agreement with what my friend said about this company.,1,Service: Orders/Contracts,NA
140,Female,S,0,36.92,Inactive,No,Everyone was very cooperative.  The auto was ready for me on time and I didn't have to wait a long time at the counter.,1,Product: Functioning,NA
375,Female,M,2,49.05,Active,Yes,adequate to the price. It was fine,1,Service: Knowledge,NA
442,Female,S,0,20,Inactive,No,They moved me in and out quickly. The shuttle driver drove like a maniac.,1,Product: Functioning,NA
488,Female,S,2,55,Active,No,The auto rental company that I went with had very good customer service. They were out of a certain auto I reserved and gave me a upgrade and apologized.,1,Service: Knowledge,NA
719,Female,M,2,13.91,Active,No,good good,1,Service: Knowledge,NA
782,Female,S,0,12.85,Active,No,They were cooperative and accommodating when I wanted to change the color of the auto.,1,Service: Knowledge,NA
900,Female,M,1,64.64,Active,No,Excellent response dealing with child seat.,1,Service: Accessibility,NA
1018,Female,S,0,52.65,Active,Yes,it was a great experience,1,Service: Knowledge,NA
1087,Female,M,2,34.32,Inactive,No,Everything was great.  The line was a little long to get the auto but it was a good experience.,1,Product: Functioning,NA
1119,Female,M,2,33.6,Active,Yes,Customer service was good at MSP airport and the process was very fast.  From getting off of the plane to leaving with my rental auto was less than 45 minutes.,1,Service: Knowledge,NA
1277,Female,M,0,60,Active,Yes,It was fine,1,Service: Knowledge,NA
1282,Female,M,1,52,Active,No,not applicable,1,Product: Functioning,NA
1448,Female,M,2,47.97,Active,No,"customer service was very good and very professional, energetic",1,Service: Knowledge,NA
1460,Female,M,2,48.21,Active,No,friendly people,1,Product: Functioning,NA
2820,Female,M,2,26.03,Active,No,"Our customer service representative was polite and well-dressed. He smiled appropriately and answered my questions, not from a rehearsed script, but from his own frame of reference. He shirt was neatly pressed and his hair was professionally coifed.",1,Service: Knowledge,NA
2870,Female,M,2,45.92,Inactive,Yes,"I never had to deal with customer service. The bus dropped me off at my car, when I returned the car, I had my receipt at that moment. I then got on the bus and left. Never having to wait in a line for customer service.",1,Product: Functioning,NA
2891,Female,S,0,55,Active,No,"They were actually very nice. It was in Rome and there was a language barrier, but we overcame it.",1,Service: Knowledge,NA
2901,Female,M,2,14.57,Active,Yes,They offered detailed directions.,1,Product: Information,NA
2909,Female,M,0,45.51,Active,Yes,The woman at the counter was friendly and tried to accommodate me as best she could. The counter was close to the terminal and the whole thing was quick and expedient.,1,Service: Knowledge,NA
2944,Female,M,2,41.92,Active,No,Customer service was friendly and helpful.,1,Service: Knowledge,NA
2963,Female,M,2,44.03,Active,No,They were competent.,1,Service: Knowledge,NA
3002,Female,S,0,24,Inactive,No,greater expedience - the rental and whole process was easy and fast,1,Service: Orders/Contracts,NA
3135,Female,S,0,42,Active,No,"My last experience was  seamless.  The only thing I didn't like was having to fill the tank with gas before turning it in.  It was inconvenient, but I didn't want to pay the hefty fill-up charge to the rental company.",1,Product: Pricing and Billing,NA
3156,Female,M,2,53.37,Active,Yes,"The people were very nice.  Directions to and from our hotel, the rental company location and tourists attractions were given and they were happy to help us out.",1,Service: Knowledge,NA
3207,Female,M,2,44.03,Active,No,fast service,1,Service: Accessibility,NA
3264,Female,M,2,44.93,Active,No,I had no problems with the service,1,Service: Knowledge,NA
3301,Female,S,0,46,Active,No,"They were great as far as I could tell, they explained what needed to be done to use the University pricing.",1,Service: Knowledge,NA
3416,Female,M,1,48,Active,Yes,Customer service was very good,1,Service: Knowledge,NA
3420,Female,M,2,41,Active,No,service was good.,1,Service: Knowledge,NA
3556,Female,M,2,43,Active,No,"Very good. willing to drop me off and pick me up from location, upgraded me to higher level due to availability",1,Product: Functioning,NA
3676,Female,M,2,41.92,Active,No,"The service I have is always good, I have used the same company for many years and I know the counter personnel personally.  It is always good to know that they are willing to help you in any situation.",1,Service: Knowledge,NA
3707,Female,M,2,41.98,Active,Yes,"Last time I rented a car was when I went skiing with my whole family.  We got a Chevy Blazer.  We didn't think it was as large as a Ford Explorer, so we asked to switch.  The agent was very nice and gave us the Ford Explorer.",1,Service: Knowledge,NA
3725,Female,M,2,30.89,Active,No,I recently rented a car and they were outstanding.  The customer service rep was very helpful and courteous.  They even let me extend my rental by a couple of hours for no charge at all. I was very pleased with my experience and I would go back.,1,Service: Knowledge,NA
1745,Female,S,2,55,Active,No,"it was fine, I had no problem at all.",1,Service: Knowledge,NA
1779,Female,M,1,62,Active,Yes,They were very good and took care of what I needed. Very quick.,1,Service: Knowledge,NA
1782,Female,S,2,43,Active,Yes,The customer service people were very nice.  During my vacation I locked my keys in the car.  The rental company sent someone out with a new set of keys to unlock the car.,1,Service: Knowledge,NA
1802,Female,S,0,39.79,Inactive,No,the service at the airport was very convenient.  no lines at the service desk.,1,Product: Functioning,NA
2140,Female,M,0,41,Active,No,Customer service was outstanding. Got a free upgrade without even asking. Everyone was very courteous and friendly.,1,Service: Knowledge,NA
2185,Female,M,1,64.64,Active,No,They had the class of car that I ordered.,1,Product: Functioning,NA
2230,Female,M,2,48.21,Active,No,"Anywhere you go you will find good customer service and bad customer service.  Since I have rented so many cars, there have been too many experiences to recall so I can't say anything definitely bad",1,Product: Functioning,NA
2247,Female,M,2,31.13,Active,Yes,All the people I dealt with were pleasant and helpful.,1,Service: Knowledge,NA
2317,Female,M,2,50.75,Active,No,"It was a good experience, received an upgrade at no charge.",1,Service: Knowledge,NA
2414,Female,M,1,52,Active,Yes,We did not have any trouble with customer service. No complaints.,1,Service: Knowledge,NA
2485,Female,M,2,30.89,Active,No,They were friendly and helpful enough.,1,Service: Knowledge,NA
2516,Female,M,2,31.13,Active,Yes,My last rental experience for leisure was fine -- no service issues to speak of.,1,Service: Knowledge,NA
2601,Female,S,1,53.12,Active,Yes,People were nice.  Service was fast.,1,Service: Knowledge,NA
2611,Female,S,2,56.19,Inactive,No,"Customer Service is great since you don't have to deal with any people, per se.  The car is ready and waiting for you and the shuttle just drops you off to it.",1,Service: Knowledge,NA
2659,Female,M,1,43,Active,Yes,"For leisure/vacation, I have never personally rented the car.  I have always left that up to my significant other and she did not complain to use this company",1,Service: Orders/Contracts,NA
21,Female,S,0,45,Active,No,"My experience up to date was  good.  It was inconvenient to return car clean, but I had to pay the hefty charge for rental.",1,Product: Pricing and Billing,NA
25,Female,S,0,44,Active,No,"My experience was positive .The thing I didnt like was returning the car with full tank.  It was time consuming, but I didn't want to pay fill-up charge to the rental company.",1,Product: Pricing and Billing,NA
31,Female,M,0,46.51,Inactive,No,"all went quite without hassle, they picked me up to get the car it was great.",1,Service: Accessibility,NA
39,Female,S,0,22,Inactive,No,Wonderful experience - the rental and whole process was seamless,1,Service: Orders/Contracts,NA
47,Female,M,1,44.2,Active,Yes,I have never rented the car for a week.  It was great experience. It was in agreement with what my friend said about this company.,1,Service: Orders/Contracts,NA
140,Female,S,0,36.92,Inactive,No,Everyone was very helpful.  The car was ready for me on time and I didn't have to wait a long time at the counter.,1,Product: Functioning,NA
375,Female,M,2,49.05,Active,Yes,adequate to the price. It was fine,1,Service: Knowledge,NA
442,Female,S,0,20,Inactive,No,They moved me in and out quickly. The shuttle driver drove like a maniac.,1,Product: Functioning,NA
488,Female,S,2,55,Active,No,The car rental company that I went with had very good customer service. They were out of a certain car I reserved and gave me a upgrade and apologized.,1,Service: Knowledge,NA
719,Female,M,2,13.91,Active,No,good good,1,Service: Knowledge,NA
782,Female,S,0,12.85,Active,No,They were helpful and accommodating when I wanted to change the color of the car.,1,Service: Knowledge,NA
900,Female,M,1,64.64,Active,No,Excellent response dealing with child seat.,1,Service: Accessibility,NA
